# tracker_enabled,true
# target_guids,23658da8-233b-4b62-9d1d-336fb653ecb5
# sample_rate_hz,10
# sample_interval_seconds,0.100000001
# machine_integrity_source,Sum(Modding.Blocks.Block.Health) / Sum(Modding.Blocks.Block.MaxHealth) over PlayerMachine.SimulationBlocks
# machine_health_sum_source,Sum(Modding.Blocks.Block.Health) over PlayerMachine.SimulationBlocks
# input_keys_held_source,UnityEngine.Input.GetKey over keyboard KeyCode values at sample time
# input_keys_down_source,UnityEngine.Input.GetKeyDown over keyboard KeyCode values since previous sample
# input_keys_up_source,UnityEngine.Input.GetKeyUp over keyboard KeyCode values since previous sample
# output_basename,Minimal Orbital Thrustcraft_260909_230621
sample_index,target_index,target_guid,target_name,elapsed_seconds,unity_time_seconds,input_keys_held,input_keys_down,input_keys_up,machine_integrity,machine_block_health_sum,machine_block_max_health_sum,machine_block_count,machine_cluster_count,target_block_health,target_block_max_health,x,y,z,rot_w,rot_x,rot_y,rot_z
14,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.40185547,5568.40967,,,,1,0,0,5,1,0,0,0.0320917852,35.0291367,-37.7308617,0.749163151,-0.662385523,0.000263385096,-0.000227997007
15,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.50195313,5568.50977,,,,1,0,0,5,1,0,0,0.0359161906,37.5685883,-46.0286446,0.749160886,-0.662388027,0.000261660462,-0.000228143355
16,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.60205078,5568.60986,,,,1,0,0,5,1,0,0,0.0398189574,39.9953308,-55.1770592,0.749162674,-0.66238606,0.000264121976,-0.000225068739
17,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.70214844,5568.70996,,,,1,0,0,5,1,0,0,0.0437944233,42.31287,-65.1664886,0.749161243,-0.662387609,0.000261795765,-0.000225285999
18,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.80224609,5568.81006,,,,1,0,0,5,1,0,0,0.047842171,44.5247536,-75.9874268,0.749158084,-0.662391186,0.000261030276,-0.000222684452
19,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,1.90185547,5568.90967,,,,1,0,0,5,1,0,0,0.0519621186,46.634594,-87.6305008,0.749158442,-0.662390888,0.000252708036,-0.000226913791
20,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.00195313,5569.00977,,,,1,0,0,5,1,0,0,0.0561617389,48.646122,-100.086525,0.749158442,-0.662390828,0.000249308738,-0.000225886441
21,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.10205078,5569.10986,,,,1,0,0,5,1,0,0,0.0604420304,50.5631905,-113.346542,0.749157131,-0.662392259,0.000250347512,-0.000222477291
22,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.20214844,5569.20996,,,,1,0,0,5,1,0,0,0.0647984669,52.3898163,-127.401886,0.749156356,-0.662393153,0.000254452752,-0.000218091154
23,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.30224609,5569.31006,,,,1,0,0,5,1,0,0,0.0692242086,54.1301956,-142.244171,0.749160588,-0.662388444,0.000249227334,-0.000218809524
24,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.40185547,5569.40967,F,F,,1,0,0,5,1,0,0,0.0737200677,55.7866211,-157.85051,0.735723376,-0.677282095,0.000256557425,-0.000210777303
25,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.50195313,5569.50977,,,F,1,0,0,5,1,0,0,0.0782247186,57.2906685,-174.047394,0.644349217,-0.764731348,0.000289217074,-0.000189086248
26,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.60205078,5569.60986,,,,1,0,0,5,1,0,0,0.082636863,58.4717865,-190.973328,0.639059961,-0.769156933,0.000283842557,-0.000191414525
27,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.70214844,5569.70996,,,,1,0,0,5,1,0,0,0.0869454518,59.2974396,-208.650757,0.639052033,-0.769163489,0.000269747688,-0.000201869945
28,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.80224609,5569.81006,F,F,,1,0,0,5,1,0,0,0.091172725,59.7746315,-227.072891,0.639060378,-0.769156575,0.000275125174,-0.000195567423
29,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,2.90185547,5569.90967,,,F,1,0,0,5,1,0,0,0.0953116491,59.9081955,-246.123749,0.575378716,-0.817887068,0.000288792973,-0.000189133803
30,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.00195313,5570.00977,,,,1,0,0,5,1,0,0,0.0993002579,59.5822792,-265.852661,0.573345661,-0.819313526,0.000282537832,-0.00019474978
31,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.10205078,5570.10986,,,,1,0,0,5,1,0,0,0.103130139,58.7786484,-286.270966,0.573385894,-0.819285393,0.000292119628,-0.000187066995
32,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.20214844,5570.20996,,F,F,1,0,0,5,1,0,0,0.106801301,57.527195,-307.287994,0.503449261,-0.864024758,0.000302347238,-0.000185389305
33,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.30224609,5570.31006,,,,1,0,0,5,1,0,0,0.11027474,55.7201653,-328.868408,0.489010036,-0.872278094,0.000297935127,-0.000186341043
34,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.40185547,5570.40967,,,,1,0,0,5,1,0,0,0.113516137,53.288456,-351.049683,0.489072204,-0.872243285,0.000307731825,-0.000180565621
35,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.50195313,5570.50977,,,,1,0,0,5,1,0,0,0.116513669,50.24123,-373.828094,0.489059418,-0.872250438,0.000308446179,-0.000183496508
36,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.60205078,5570.60986,F,F,,1,0,0,5,1,0,0,0.119272389,46.5904236,-397.196533,0.479682207,-0.877442241,0.000312130142,-0.000185768207
37,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.70214844,5570.70996,,,F,1,0,0,5,1,0,0,0.121793449,42.3771019,-421.02005,0.400752187,-0.916186392,0.000336801109,-0.00016524244
38,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.80224609,5570.81006,,,,1,0,0,5,1,0,0,0.123956874,37.4398193,-445.328125,0.399783403,-0.916609585,0.000346581801,-0.000160455442
39,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,3.90185547,5570.90967,,,,1,0,0,5,1,0,0,0.125742182,31.7681046,-470.119568,0.399810821,-0.916597664,0.000352993899,-0.000160847296
40,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.00195313,5571.00977,F,F,,1,0,0,5,1,0,0,0.127147466,25.3800144,-495.38501,0.381328613,-0.924439549,0.000356608507,-0.00016555503
41,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.10205078,5571.10986,,,F,1,0,0,5,1,0,0,0.128198758,18.3531208,-520.972046,0.275710732,-0.96124059,0.00039561186,-0.000114656723
42,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.20214844,5571.20996,F,F,,1,0,0,5,1,0,0,0.128725976,10.4812956,-546.861511,0.272254974,-0.96222508,0.000404357677,-0.000126969404
43,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.30224609,5571.31006,,,F,1,0,0,5,1,0,0,0.128759995,1.84916234,-572.957886,0.158563465,-0.987348735,0.000429016218,-9.39402307E-05
44,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.40185547,5571.40967,,,,1,0,0,5,1,0,0,0.128187969,-7.66257286,-599.150818,0.139947072,-0.990158916,0.000435762457,-9.78347307E-05
45,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.50195313,5571.50977,F,F,,1,0,0,5,1,0,0,0.126946017,-18.1212406,-625.412964,0.12005543,-0.992767096,0.000441500539,-9.70643887E-05
46,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.60205078,5571.60986,,,F,1,0,0,5,1,0,0,0.125154823,-29.3485031,-651.649231,-0.0294997469,-0.999564767,0.000426377694,-6.19258863E-05
47,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.70214844,5571.70996,,,,1,0,0,5,1,0,0,0.122714162,-41.488121,-677.676331,-0.0502262078,-0.998737812,0.000429683365,-3.89400302E-05
48,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.80224609,5571.81006,F,,,1,0,0,5,1,0,0,0.119558081,-54.6062355,-703.436157,-0.0502325669,-0.998737454,0.000484441931,-4.79594455E-05
49,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,4.90185547,5571.90967,,F,F,1,0,0,5,1,0,0,0.115703709,-68.5784454,-728.933105,-0.155127332,-0.987894356,0.000508372206,-1.23071259E-05
50,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.00195313,5572.00977,,,,1,0,0,5,1,0,0,0.111089505,-83.3884888,-754.022217,-0.184783101,-0.982779205,0.000534602092,-1.46292696E-05
51,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.10205078,5572.10986,,,,1,0,0,5,1,0,0,0.105611064,-99.1073151,-778.613892,-0.184790656,-0.982777834,0.000517514301,-6.76977834E-06
52,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.20214844,5572.20996,F,F,,1,0,0,5,1,0,0,0.0993191674,-115.692123,-802.726746,-0.227738798,-0.973722219,0.000505002972,-8.73638692E-06
53,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.30224609,5572.31006,,,F,1,0,0,5,1,0,0,0.0924030766,-132.949615,-826.353088,-0.346650034,-0.93799448,0.000467762351,4.97858637E-05
54,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.40185547,5572.40967,,,,1,0,0,5,1,0,0,0.0848320872,-150.937439,-849.255127,-0.350472897,-0.93657279,0.000445232203,6.70788577E-05
55,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.50195313,5572.50977,F,,,1,0,0,5,1,0,0,0.0766521543,-169.652328,-871.406311,-0.350453287,-0.936580122,0.000413223199,8.57751365E-05
56,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.60205078,5572.60986,,F,F,1,0,0,5,1,0,0,0.0679819733,-188.999969,-892.875,-0.441745907,-0.897140086,0.000422766112,8.76596823E-05
57,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.70214844,5572.70996,,,,1,0,0,5,1,0,0,0.0588288084,-208.904495,-913.54364,-0.45775941,-0.889076054,0.000441546377,6.97839641E-05
58,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.80224609,5572.81006,,,,1,0,0,5,1,0,0,0.0491346456,-229.369873,-933.326782,-0.457772374,-0.889069378,0.000420563505,6.82967075E-05
59,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,5.90185547,5572.90967,,,,1,0,0,5,1,0,0,0.0389036499,-250.393692,-952.231018,-0.45776397,-0.88907367,0.000425033853,5.45337425E-05
60,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.00195313,5573.00977,F,F,,1,0,0,5,1,0,0,0.0281684976,-271.929688,-970.31604,-0.521477699,-0.853264749,0.000429864769,6.61278391E-05
61,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.10205078,5573.10986,,,F,1,0,0,5,1,0,0,0.0170270335,-293.794159,-987.639038,-0.616497755,-0.787356555,0.000500544906,3.94151357E-05
62,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.20214844,5573.20996,,,,1,0,0,5,1,0,0,0.00535719283,-315.905548,-1003.95776,-0.618019342,-0.786162853,0.000479587296,6.42549057E-05
63,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.30224609,5573.31006,,,,1,0,0,5,1,0,0,-0.00681671361,-338.247192,-1019.26331,-0.617999375,-0.786178529,0.000436981762,6.07833608E-05
64,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.40185547,5573.40967,,,,1,0,0,5,1,0,0,-0.0194448307,-360.819427,-1033.55896,-0.618022323,-0.786160469,0.000427242019,5.45938747E-05
65,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.50195313,5573.50977,,,,1,0,0,5,1,0,0,-0.0325710326,-383.62262,-1046.8479,-0.617976069,-0.786196887,0.000452805543,4.77717185E-06
66,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.60205078,5573.60986,,,,1,0,0,5,1,0,0,-0.0462839305,-406.657166,-1059.13232,-0.617940247,-0.786224961,0.000423894555,-2.63008405E-05
67,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.70214844,5573.70996,,,,1,0,0,5,1,0,0,-0.060571555,-429.923401,-1070.41479,-0.61795938,-0.786210001,0.000450556108,-8.08616751E-05
68,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.80224609,5573.81006,F,F,,1,0,0,5,1,0,0,-0.0754182115,-453.41507,-1080.7207,-0.642159998,-0.766570628,0.00037591072,-5.77946885E-05
69,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,6.90185547,5573.90967,,,F,1,0,0,5,1,0,0,-0.090693593,-477.029053,-1090.1842,-0.717402518,-0.696658909,0.000362224586,-4.49621293E-05
70,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.00195313,5574.00977,,,,1,0,0,5,1,0,0,-0.106432892,-500.636902,-1098.63306,-0.718524039,-0.695502043,0.000322000211,-6.35705292E-05
71,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.10205078,5574.10986,,,,1,0,0,5,1,0,0,-0.122622848,-524.219849,-1106.05945,-0.718483448,-0.695544064,0.000285112677,-9.26094872E-05
72,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.20214844,5574.20996,,,,1,0,0,5,1,0,0,-0.139175355,-547.77655,-1112.46472,-0.718479335,-0.695548296,0.000227247714,-4.7665133E-05
73,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.30224609,5574.31006,,,,1,0,0,5,1,0,0,-0.155933425,-571.30542,-1117.84863,-0.718467951,-0.695560038,0.000135800175,-6.65017342E-06
74,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.40185547,5574.40967,F,F,,1,0,0,5,1,0,0,-0.172783479,-594.804565,-1122.25,-0.74839288,-0.663255692,0.000114263181,-9.78432945E-06
75,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.50195313,5574.50977,,,F,1,0,0,5,1,0,0,-0.189698488,-618.19397,-1125.76367,-0.784447134,-0.620195806,0.000105926454,-6.03155422E-05
76,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.60205078,5574.60986,,,,1,0,0,5,1,0,0,-0.206686437,-641.365601,-1128.276,-0.784428298,-0.620219588,9.75068688E-05,-6.95259732E-05
77,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.70214844,5574.70996,,,,1,0,0,5,1,0,0,-0.223695159,-664.315002,-1129.79407,-0.784486175,-0.620146394,7.77179666E-05,-2.25391195E-05
78,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.80224609,5574.81006,,F,F,1,0,0,5,1,0,0,-0.240681261,-687.049988,-1130.37122,-0.819039047,-0.5737378,1.951165E-05,8.94109598E-06
79,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,7.90185547,5574.90967,,,,1,0,0,5,1,0,0,-0.25761652,-709.491455,-1130.06128,-0.833055317,-0.553189814,6.90475863E-05,-7.41145268E-05
80,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.00195313,5575.00977,,,,1,0,0,5,1,0,0,-0.27465409,-731.557739,-1128.80591,-0.833108842,-0.55310905,7.45617872E-05,-0.000137990253
81,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.10205078,5575.10986,,,,1,0,0,5,1,0,0,-0.29185307,-753.246216,-1126.60669,-0.833109975,-0.553107381,2.04183743E-05,-0.000120299213
82,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.20214844,5575.20996,,,,1,0,0,5,1,0,0,-0.309186578,-774.555664,-1123.46375,-0.833096325,-0.553128004,8.17986001E-05,-0.000196988447
83,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.30224609,5575.31006,,,,1,0,0,5,1,0,0,-0.326733112,-795.484741,-1119.37683,-0.833109736,-0.553107858,1.50420537E-05,-0.000167796243
84,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.40185547,5575.40967,F,F,,1,0,0,5,1,0,0,-0.344446003,-816.055176,-1114.41504,-0.871291995,-0.490765005,6.40307699E-05,-0.000297646737
85,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.50195313,5575.50977,,,F,1,0,0,5,1,0,0,-0.36245811,-836.187683,-1108.7019,-0.900283217,-0.435304612,8.77766361E-05,-0.000291147619
86,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.60205078,5575.60986,,,,1,0,0,5,1,0,0,-0.38093999,-855.714172,-1102.16809,-0.900249958,-0.435373455,7.56248483E-05,-0.000293626275
87,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.70214844,5575.70996,,,,1,0,0,5,1,0,0,-0.399866015,-874.633789,-1094.82239,-0.900270939,-0.435329884,3.3283115E-05,-0.000279339845
88,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.80224609,5575.81006,,,,1,0,0,5,1,0,0,-0.419166416,-892.945313,-1086.66504,-0.900268078,-0.435335994,5.4937831E-05,-0.000257084845
89,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,8.90185547,5575.90967,H,H,,1,0,0,5,1,0,0,-0.438758552,-910.647583,-1077.69592,-0.90025872,-0.435355335,-4.13340822E-05,-0.000210931394
90,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.00195313,5576.00977,,,H,1,0,0,5,1,0,0,-0.458527923,-927.841858,-1068.01318,-0.840261042,-0.542182028,-2.5154317E-05,-0.000284835871
91,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.10205078,5576.10986,,,,1,0,0,5,1,0,0,-0.478553921,-944.650146,-1057.49231,-0.822897673,-0.568189621,-3.09268144E-05,-0.000306563074
92,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.20214844,5576.20996,,,,1,0,0,5,1,0,0,-0.498876005,-961.096008,-1046.01147,-0.82290411,-0.568180263,-2.82668043E-06,-0.000334050128
93,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.30224609,5576.31006,H,H,,1,0,0,5,1,0,0,-0.519457936,-977.186707,-1033.58704,-0.811424017,-0.584457934,-7.3235773E-05,-0.000272547419
94,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.40185547,5576.40967,,,H,1,0,0,5,1,0,0,-0.54017961,-993.031067,-1020.36285,-0.730953455,-0.682427347,-0.000122692843,-0.000280007836
95,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.50195313,5576.50977,,,,1,0,0,5,1,0,0,-0.56095922,-1008.76483,-1006.15839,-0.726198673,-0.68748492,-0.000129323205,-0.000286453636
96,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.60205078,5576.60986,,,,1,0,0,5,1,0,0,-0.581801713,-1024.41663,-990.937256,-0.726232529,-0.687449038,-7.52673295E-05,-0.000344682601
97,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.70214844,5576.70996,,,,1,0,0,5,1,0,0,-0.602804899,-1039.9834,-974.703247,-0.726252556,-0.687427938,-7.8795274E-05,-0.000392028276
98,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.80224609,5576.81006,F,F,,1,0,0,5,1,0,0,-0.624055266,-1055.4624,-957.481873,-0.747333884,-0.664448619,-0.000102845042,-0.000393019407
99,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,9.90185547,5576.90967,,,F,1,0,0,5,1,0,0,-0.645506203,-1070.78796,-939.413147,-0.80159694,-0.597864747,-5.82029352E-05,-0.000415880029
100,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.0019531,5577.00977,,,,1,0,0,5,1,0,0,-0.667299986,-1085.80908,-920.372742,-0.801894307,-0.597465754,-7.32728295E-05,-0.000401965983
101,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.1020508,5577.10986,,,,1,0,0,5,1,0,0,-0.68944627,-1100.51001,-900.365112,-0.801871181,-0.597496748,-9.77794261E-05,-0.000425101578
102,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.2021484,5577.20996,,,,1,0,0,5,1,0,0,-0.711932719,-1114.8866,-879.39325,-0.801813602,-0.597574174,-0.000148195439,-0.000407730142
103,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.3022461,5577.31006,F,F,,1,0,0,5,1,0,0,-0.734656632,-1128.93872,-857.474487,-0.813529611,-0.581523359,-0.00016257519,-0.000406733219
104,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.4018555,5577.40967,,,F,1,0,0,5,1,0,0,-0.757576823,-1142.64551,-834.749146,-0.857242644,-0.514912546,-0.000189788625,-0.000461075251
105,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.5019531,5577.50977,,,,1,0,0,5,1,0,0,-0.780816078,-1155.84949,-811.140869,-0.857469499,-0.514534593,-0.000208722297,-0.000480971561
106,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.6020508,5577.60986,,,,1,0,0,5,1,0,0,-0.804439604,-1168.53528,-786.657532,-0.857453823,-0.514560699,-0.000187723461,-0.000597131206
107,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.7021484,5577.70996,,,,1,0,0,5,1,0,0,-0.828564882,-1180.69812,-761.305298,-0.857459962,-0.514550388,-0.000221385999,-0.000564725953
108,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.8022461,5577.81006,,,,1,0,0,5,1,0,0,-0.853155017,-1192.33313,-735.090149,-0.857455552,-0.514557779,-0.000210373953,-0.000563718961
109,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,10.9018555,5577.90967,,,,1,0,0,5,1,0,0,-0.878221333,-1203.43494,-708.018921,-0.85746038,-0.514549673,-0.000222805174,-0.000580107153
110,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,11.0019531,5578.00977,H,H,,1,0,0,5,1,0,0,-0.903734684,-1214.01807,-680.132324,-0.834014297,-0.551742554,-0.000269663666,-0.000560487795
111,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,11.1020508,5578.10986,H,,,1,0,0,5,1,0,0,-0.929424703,-1224.23877,-651.586365,-0.729414463,-0.684071779,-0.000410562992,-0.000469947961
