# tracker_enabled,true
# target_guids,78a5b761-49c0-49b0-ba39-0c23a1ea12f7
# sample_rate_hz,10
# sample_interval_seconds,0.100000001
# machine_integrity_source,Sum(Modding.Blocks.Block.Health) / Sum(Modding.Blocks.Block.MaxHealth) over PlayerMachine.SimulationBlocks
# machine_health_sum_source,Sum(Modding.Blocks.Block.Health) over PlayerMachine.SimulationBlocks
# input_keys_held_source,UnityEngine.Input.GetKey over keyboard KeyCode values at sample time
# input_keys_down_source,UnityEngine.Input.GetKeyDown over keyboard KeyCode values since previous sample
# input_keys_up_source,UnityEngine.Input.GetKeyUp over keyboard KeyCode values since previous sample
# output_basename,MinimumCostOrbitalOpposedPair_260910_000944
sample_index,target_index,target_guid,target_name,elapsed_seconds,unity_time_seconds,input_keys_held,input_keys_down,input_keys_up,machine_integrity,machine_block_health_sum,machine_block_max_health_sum,machine_block_count,machine_cluster_count,target_block_health,target_block_max_health,x,y,z,rot_w,rot_x,rot_y,rot_z
43,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.30444336,3608.84985,,,,1,0,0,3,1,0,0,376.845337,-30.962738,0.0350533947,0.101059549,9.83092468E-05,-0.000152021486,-0.994880378
44,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.40454102,3608.94995,,,,1,0,0,3,1,0,0,394.015045,-39.9278297,0.0383007117,0.100994967,8.92412427E-05,-0.000162658733,-0.994886935
45,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.50439453,3609.0498,,,,1,0,0,3,1,0,0,411.084137,-49.7119751,0.0417714827,0.100995116,8.02733339E-05,-0.000173568624,-0.994886935
46,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.60449219,3609.1499,Q,Q,,1,0,0,3,1,0,0,428.051178,-60.3047485,0.0454783849,0.100989133,7.13900445E-05,-0.00018474675,-0.994887531
47,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.70458984,3609.25,,,Q,1,0,0,3,1,0,0,444.858643,-71.472908,0.0493443199,-0.0254165642,8.47931442E-05,-0.00018572509,-0.999677002
48,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.80444336,3609.34985,,,,1,0,0,3,1,0,0,461.378113,-83.2902298,0.0533906929,-0.0543460138,7.73367428E-05,-0.000193104584,-0.998522162
49,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,4.90454102,3609.44995,,,,1,0,0,3,1,0,0,477.556244,-95.9057388,0.0576806702,-0.0544379763,6.4433043E-05,-0.00020317336,-0.998517156
50,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.00439453,3609.5498,,,,1,0,0,3,1,0,0,493.392792,-109.303001,0.0622254759,-0.054436367,5.15895808E-05,-0.000213523032,-0.998517275
51,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.10449219,3609.6499,,,,1,0,0,3,1,0,0,508.888275,-123.471863,0.0670390576,-0.0544239245,3.88019325E-05,-0.000224133881,-0.998517871
52,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.20458984,3609.75,,,,1,0,0,3,1,0,0,524.04303,-138.4021,0.0721355528,-0.0544336885,2.60443448E-05,-0.00023499268,-0.998517394
53,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.30444336,3609.84985,,,,1,0,0,3,1,0,0,538.857361,-154.08345,0.0775292069,-0.0544456989,1.33829335E-05,-0.00024614553,-0.998516738
54,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.40454102,3609.94995,,,,1,0,0,3,1,0,0,553.331543,-170.505783,0.0832346529,-0.0544370227,7.69688768E-07,-0.000257600768,-0.998517215
55,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.50439453,3610.0498,,,,1,0,0,3,1,0,0,567.465942,-187.658997,0.0892667919,-0.054429315,-1.17624541E-05,-0.000269288925,-0.998517632
56,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.60449219,3610.1499,,,,1,0,0,3,1,0,0,581.260986,-205.532806,0.0956405848,-0.0544290356,-2.42728984E-05,-0.000281231652,-0.998517632
57,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.70458984,3610.25,,,,1,0,0,3,1,0,0,594.717224,-224.116776,0.102371231,-0.0543960482,-3.67134489E-05,-0.000293472724,-0.998519361
58,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.80444336,3610.34985,,,,1,0,0,3,1,0,0,607.835266,-243.400848,0.109474264,-0.0543898791,-4.91064493E-05,-0.000306014175,-0.998519778
59,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,5.90454102,3610.44995,,,,1,0,0,3,1,0,0,620.616028,-263.374878,0.116965547,-0.0544063859,-6.14245146E-05,-0.000318820588,-0.998518825
60,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.00439453,3610.5498,,,,1,0,0,3,1,0,0,633.060425,-284.028809,0.12486127,-0.054399766,-7.3730771E-05,-0.000331926858,-0.998519242
61,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.10449219,3610.6499,Q,,,1,0,0,3,1,0,0,645.169739,-305.352631,0.133177891,-0.054389149,-8.59424108E-05,-0.000345312088,-0.998519778
62,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.20458984,3610.75,,Q,,1,0,0,3,1,0,0,656.959167,-327.149719,0.141800493,-0.163043529,-6.03927547E-05,-0.000366327906,-0.986618817
63,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.30444336,3610.84985,,,Q,1,0,0,3,1,0,0,668.31073,-349.367859,0.150742486,-0.208678588,-6.04138077E-05,-0.000379855454,-0.97798425
64,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.40454102,3610.94995,,,,1,0,0,3,1,0,0,679.102234,-372.178772,0.160176113,-0.208795086,-7.78316244E-05,-0.000390934583,-0.977959335
65,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.50439453,3611.0498,,,,1,0,0,3,1,0,0,689.340027,-395.562988,0.170110598,-0.208803147,-9.52835035E-05,-0.000402235164,-0.977957606
66,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.60449219,3611.1499,,,,1,0,0,3,1,0,0,699.028687,-419.512024,0.180563509,-0.208814517,-0.000112689064,-0.000413827773,-0.977955163
67,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.70458984,3611.25,,,,1,0,0,3,1,0,0,708.172974,-444.017731,0.191552997,-0.208817124,-0.000130077373,-0.000425697246,-0.977954566
68,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.80444336,3611.34985,Q,Q,,1,0,0,3,1,0,0,716.834778,-468.934021,0.202963352,-0.298088282,-0.000107868036,-0.000448229403,-0.954538167
69,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,6.90454102,3611.44995,,,Q,1,0,0,3,1,0,0,724.964172,-494.116425,0.214729756,-0.357666075,-0.000101254052,-0.00046273123,-0.933849454
70,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.00439453,3611.5498,Q,Q,,1,0,0,3,1,0,0,732.4021,-519.670227,0.227033019,-0.400502741,-0.00010216931,-0.00047550688,-0.916295409
71,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.10449219,3611.6499,,,Q,1,0,0,3,1,0,0,739.257446,-545.377808,0.239667758,-0.482002199,-8.39555723E-05,-0.000487899873,-0.87616986
72,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.20458984,3611.75,,,,1,0,0,3,1,0,0,745.269348,-571.328552,0.252880931,-0.48230055,-0.000110078865,-0.000491539598,-0.876005769
73,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.30444336,3611.84985,Q,Q,,1,0,0,3,1,0,0,750.490479,-597.479919,0.266631752,-0.522235274,-0.000113633752,-0.00050052302,-0.852801323
74,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.40454102,3611.94995,,,Q,1,0,0,3,1,0,0,755.165649,-623.626892,0.280621618,-0.647187054,-6.41827428E-05,-0.000512555649,-0.762331128
75,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.50439453,3612.0498,,,,1,0,0,3,1,0,0,758.989319,-649.715149,0.295061767,-0.655631721,-8.89743023E-05,-0.000508165453,-0.7550807
76,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.60449219,3612.1499,,,,1,0,0,3,1,0,0,761.884888,-675.729248,0.310026765,-0.655653298,-0.00011942735,-0.000503296673,-0.755062044
77,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.70458984,3612.25,Q,Q,,1,0,0,3,1,0,0,763.943848,-701.654724,0.325458914,-0.70012033,-0.000119649761,-0.000505608099,-0.714024782
78,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.80444336,3612.34985,,,Q,1,0,0,3,1,0,0,765.429199,-727.391174,0.341100276,-0.786220551,-8.56913248E-05,-0.000506882265,-0.61794579
79,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,7.90454102,3612.44995,,,,1,0,0,3,1,0,0,766.051758,-752.782959,0.357150733,-0.788150549,-0.000116201416,-0.000493042869,-0.615482271
80,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.00439453,3612.5498,Q,,,1,0,0,3,1,0,0,765.79126,-777.808044,0.373646617,-0.788160205,-0.000148407751,-0.00047914256,-0.615469992
81,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.10449219,3612.6499,,Q,Q,1,0,0,3,1,0,0,764.785889,-802.488403,0.390495598,-0.826742411,-0.000149429266,-0.000473395485,-0.562580526
82,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.20458984,3612.75,,,,1,0,0,3,1,0,0,762.974609,-826.731018,0.407755494,-0.827558815,-0.000181066687,-0.000456458336,-0.561378777
83,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.30444336,3612.84985,,,,1,0,0,3,1,0,0,760.332153,-850.513794,0.425473064,-0.827548265,-0.000213451087,-0.000439537544,-0.561394393
84,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.40454102,3612.94995,,,,1,0,0,3,1,0,0,756.865967,-873.838806,0.443672389,-0.827554345,-0.000245904695,-0.000422790414,-0.561385512
85,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.50439453,3613.0498,,,,1,0,0,3,1,0,0,752.582275,-896.708008,0.462378055,-0.827543318,-0.0002785018,-0.000406290346,-0.561401784
86,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.60449219,3613.1499,,,,1,0,0,3,1,0,0,747.487671,-919.123169,0.48161447,-0.827534854,-0.000311182754,-0.00039004453,-0.561414063
87,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.70458984,3613.25,,,,1,0,0,3,1,0,0,741.588684,-941.085938,0.501406193,-0.827532351,-0.000343977212,-0.000373992458,-0.561417818
88,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.80444336,3613.34985,,,,1,0,0,3,1,0,0,734.891541,-962.597961,0.521777451,-0.827546239,-0.000376859331,-0.000358148158,-0.561397433
89,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,8.90454102,3613.44995,,,,1,0,0,3,1,0,0,727.401855,-983.6604,0.54275316,-0.827521205,-0.000409871747,-0.000342484302,-0.56143415
90,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.00439453,3613.5498,,,,1,0,0,3,1,0,0,719.125488,-1004.27435,0.564357698,-0.827523172,-0.000442932418,-0.000327051035,-0.561431348
91,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.10449219,3613.6499,,,,1,0,0,3,1,0,0,710.068359,-1024.44104,0.586615622,-0.827560484,-0.000476109417,-0.000311790529,-0.561376214
92,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.20458984,3613.75,,,,1,0,0,3,1,0,0,700.236206,-1044.16089,0.609550893,-0.827570856,-0.000509289734,-0.00029684318,-0.561361074
93,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.30444336,3613.84985,,,,1,0,0,3,1,0,0,689.634521,-1063.43481,0.63318795,-0.827616274,-0.000542637601,-0.000282056601,-0.561294019
94,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.40454102,3613.94995,,,,1,0,0,3,1,0,0,678.269165,-1082.26318,0.657550752,-0.827644885,-0.000576051883,-0.000267518888,-0.56125176
95,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.50439453,3614.0498,,,,1,0,0,3,1,0,0,666.145874,-1100.64624,0.682663083,-0.827605009,-0.000609624956,-0.000253080187,-0.561310649
96,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.60449219,3614.1499,,,,1,0,0,3,1,0,0,653.269653,-1118.58435,0.70854944,-0.827572048,-0.000643320265,-0.000238850873,-0.561359227
97,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.70458984,3614.25,,,,1,0,0,3,1,0,0,639.646057,-1136.07739,0.735233545,-0.827634394,-0.000677090138,-0.000224925519,-0.561267078
98,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.80444336,3614.34985,,,,1,0,0,3,1,0,0,625.28064,-1153.12549,0.762739241,-0.827568233,-0.000710962166,-0.000211098552,-0.56136477
99,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,9.90454102,3614.44995,,,,1,0,0,3,1,0,0,610.179138,-1169.72827,0.791089594,-0.827471554,-0.000744814577,-0.000197498448,-0.561507165
100,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.0043945,3614.5498,,,,1,0,0,3,1,0,0,594.346863,-1185.88562,0.820308328,-0.827492118,-0.000778728281,-0.000184162069,-0.561476767
101,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.1044922,3614.6499,,,,1,0,0,3,1,0,0,577.78949,-1201.59729,0.850418746,-0.827464402,-0.000812669634,-0.000170952626,-0.561517656
102,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.2045898,3614.75,,,,1,0,0,3,1,0,0,560.513,-1216.86267,0.881443262,-0.827438951,-0.000846700801,-0.000157860501,-0.561555088
103,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.3044434,3614.84985,,,,1,0,0,3,1,0,0,542.523376,-1231.68164,0.913403928,-0.827405989,-0.000880805484,-0.000144958161,-0.561603606
104,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.404541,3614.94995,Q,,,1,0,0,3,1,0,0,523.826721,-1246.05334,0.946323037,-0.82740134,-0.000915077631,-0.000132244793,-0.561610341
105,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.5043945,3615.0498,,Q,Q,1,0,0,3,1,0,0,504.605896,-1260.04028,0.979914069,-0.883769453,-0.000930374779,-0.000218657762,-0.467921704
106,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.6044922,3615.1499,,,,1,0,0,3,1,0,0,484.896332,-1273.51941,1.01433396,-0.896560192,-0.000958285003,-0.000223938594,-0.442920923
107,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.7045898,3615.25,,,,1,0,0,3,1,0,0,464.595703,-1286.36426,1.04991972,-0.896571875,-0.000992692076,-0.000202886178,-0.442897022
108,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.8044434,3615.34985,,,,1,0,0,3,1,0,0,443.715363,-1298.57764,1.08668172,-0.896540821,-0.00102727546,-0.000182151387,-0.442959964
